Nummer	lastpage	startdate
3162	7	2014-12-09T21:58:33
3163	7	2014-12-09T22:00:11
3164	5	2014-12-09T22:00:38
3165	3	2014-12-09T22:00:47
3166	4	2014-12-09T22:01:09
3167	7	2014-12-09T22:03:37
3168	7	2014-12-09T22:01:21
3169	1	2014-12-09T22:01:25
3170	5	2014-12-09T22:01:31
3171	1	2014-12-09T22:01:43
3172	7	2014-12-09T22:02:07
3173	4	2014-12-09T22:02:07
3174	1	2014-12-09T22:02:09
3175	4	2014-12-09T22:02:12
3176	1	2014-12-09T22:02:41
3177	5	2014-12-09T22:03:02
3178	0	2014-12-09T22:03:03
3179	1	2014-12-09T22:03:33
3180	7	2014-12-09T22:04:13
3181	4	2014-12-09T22:04:14
3182	1	2014-12-09T22:05:54
3183	7	2014-12-09T22:06:07
3184	7	2014-12-09T22:06:11
3185	7	2014-12-09T22:06:12
3186	7	2014-12-09T22:06:34
3187	7	2014-12-09T22:06:36
3188	7	2014-12-09T22:06:43
3189	7	2014-12-09T22:06:54
3190	7	2014-12-09T22:07:09
3191	7	2014-12-09T22:07:24
3192	7	2014-12-09T22:07:28
3193	7	2014-12-09T22:08:00
3194	7	2014-12-09T22:08:04
3195	2	2014-12-09T22:08:19
3196	7	2014-12-09T22:09:08
3197	1	2014-12-09T22:09:12
3198	7	2014-12-09T22:09:12
3199	7	2014-12-09T22:09:21
3200	7	2014-12-09T22:09:25
3201	7	2014-12-09T22:09:26
3202	7	2014-12-09T22:10:11
3203	7	2014-12-09T22:10:19
3204	0	2014-12-09T22:10:28
3205	5	2014-12-09T22:10:56
3206	7	2014-12-09T22:11:17
3207	1	2014-12-09T22:11:29
3208	7	2014-12-09T22:11:42
3209	7	2014-12-09T22:11:43
3210	7	2014-12-09T22:14:16
3211	7	2014-12-09T22:11:57
3212	7	2014-12-09T22:12:45
3213	1	2014-12-09T22:12:50
3214	7	2014-12-09T22:12:59
3215	5	2014-12-09T22:13:03
3216	7	2014-12-09T22:13:30
3217	7	2014-12-09T22:14:40
3218	7	2014-12-09T22:15:03
3219	4	2014-12-09T22:15:04
3220	7	2014-12-09T22:15:08
3221	7	2014-12-09T22:15:23
3222	7	2014-12-09T22:15:50
3223	7	2014-12-09T22:15:52
3224	1	2014-12-09T22:17:01
3225	7	2014-12-09T22:17:37
3226	7	2014-12-09T22:18:26
3227	1	2014-12-09T22:19:17
3228	7	2014-12-09T22:19:20
3229	7	2014-12-09T22:19:37
3230	7	2014-12-09T22:19:37
3231	3	2014-12-09T22:19:45
3232	1	2014-12-09T22:20:15
3233	0	2014-12-09T22:20:20
3234	0	2014-12-09T22:20:48
3235	7	2014-12-09T22:26:43
3236	7	2014-12-09T22:21:44
3237	1	2014-12-09T22:22:00
3238	5	2014-12-09T22:22:24
3239	7	2014-12-09T22:22:29
3240	0	2014-12-09T22:22:41
3241	7	2014-12-09T22:22:49
3242	1	2014-12-09T22:23:19
3243	4	2014-12-09T22:23:26
3244	1	2014-12-09T22:23:59
3245	7	2014-12-09T22:24:29
3246	7	2014-12-09T22:25:11
3247	1	2014-12-09T22:25:37
3248	5	2014-12-09T22:25:50
3249	4	2014-12-09T22:26:04
3250	7	2014-12-09T22:28:37
3251	7	2014-12-09T22:28:52
3252	3	2014-12-09T22:29:29
3253	0	2014-12-09T22:30:08
3254	7	2014-12-09T22:30:27
3255	7	2014-12-09T22:30:33
3256	7	2014-12-09T22:32:17
3257	7	2014-12-09T22:32:22
3258	0	2014-12-09T22:32:51
3259	1	2014-12-09T22:33:06
3260	1	2014-12-09T22:33:16
3261	1	2014-12-09T22:33:25
3262	7	2014-12-09T22:34:11
3263	2	2014-12-09T22:34:37
3264	1	2014-12-09T22:35:44
3265	4	2014-12-09T22:35:48
3266	7	2014-12-09T22:35:51
3267	2	2014-12-09T22:36:15
3268	7	2014-12-09T22:36:20
3269	7	2014-12-09T22:37:55
3270	5	2014-12-09T22:38:01
3271	0	2014-12-09T22:38:05
3272	0	2014-12-09T22:38:07
3273	7	2014-12-09T22:38:21
3274	1	2014-12-09T22:38:32
3275	4	2014-12-09T22:38:40
3276	1	2014-12-09T22:38:42
3277	1	2014-12-09T22:38:45
3278	3	2014-12-09T22:38:54
3279	4	2014-12-09T22:39:01
3280	4	2014-12-09T22:40:39
3281	7	2014-12-09T22:41:17
3282	5	2014-12-09T22:41:34
3283	1	2014-12-09T22:42:58
3284	1	2014-12-09T22:43:04
3285	1	2014-12-09T22:43:17
3286	1	2014-12-09T22:43:20
3287	0	2014-12-09T22:43:21
3288	2	2014-12-09T22:43:56
3289	1	2014-12-09T22:44:11
3290	0	2014-12-09T22:44:17
3291	4	2014-12-09T22:44:28
3292	5	2014-12-09T22:44:48
3293	2	2014-12-09T22:44:56
3294	7	2014-12-09T22:46:02
3295	0	2014-12-09T22:46:05
3296	2	2014-12-09T22:46:49
3297	1	2014-12-09T22:46:54
3298	2	2014-12-09T22:48:43
3299	1	2014-12-09T22:50:54
3300	0	2014-12-09T22:51:40
3301	1	2014-12-09T22:52:36
3302	7	2014-12-09T22:53:10
3303	5	2014-12-09T22:53:31
3304	2	2014-12-09T22:53:46
3305	1	2014-12-09T22:54:03
3306	1	2014-12-09T22:57:54
3307	7	2014-12-09T22:58:15
3308	5	2014-12-09T22:59:18
3309	0	2014-12-09T23:02:10
3310	4	2014-12-09T23:11:02
3311	7	2014-12-09T23:12:58
3312	0	2014-12-09T23:13:40
3313	7	2014-12-09T23:14:05
3314	0	2014-12-09T23:22:44
3315	7	2014-12-09T23:25:43
3316	7	2014-12-09T23:27:57
3317	7	2014-12-09T23:29:20
3318	7	2014-12-09T23:33:00
3319	3	2014-12-09T23:33:35
3320	7	2014-12-09T23:33:55
3321	0	2014-12-09T23:33:59
3322	7	2014-12-09T23:35:24
3323	7	2014-12-09T23:37:25
3324	3	2014-12-09T23:37:44
3325	7	2014-12-09T23:40:14
3326	3	2014-12-09T23:44:27
3327	5	2014-12-09T23:44:34
3328	0	2014-12-09T23:51:33
3329	5	2014-12-09T23:52:29
3330	3	2014-12-09T23:54:42
3331	1	2014-12-09T23:56:27
3332	7	2014-12-09T23:58:46
3333	7	2014-12-10T00:03:18
3334	1	2014-12-10T00:07:51
3335	1	2014-12-10T00:07:52
3336	1	2014-12-10T00:19:00
3337	0	2014-12-10T00:21:34
3338	5	2014-12-10T00:22:12
3339	7	2014-12-10T00:40:51
3340	7	2014-12-10T00:29:01
3341	7	2014-12-10T00:40:08
3342	7	2014-12-10T00:43:18
3343	7	2014-12-10T00:43:25
3344	1	2014-12-10T00:43:30
3345	2	2014-12-10T00:44:34
3346	1	2014-12-10T00:45:59
3347	7	2014-12-10T00:47:28
3348	7	2014-12-10T00:47:44
3349	1	2014-12-10T00:48:53
3350	7	2014-12-10T00:50:11
3351	1	2014-12-10T00:50:28
3352	7	2014-12-10T00:52:49
3353	7	2014-12-10T00:53:10
3354	1	2014-12-10T00:54:10
3355	7	2014-12-10T00:55:19
3356	7	2014-12-10T00:55:31
3357	7	2014-12-10T00:56:01
3358	4	2014-12-10T00:56:17
3359	0	2014-12-10T00:56:21
3360	7	2014-12-10T00:58:07
3361	7	2014-12-10T01:00:13
3362	7	2014-12-10T01:00:32
3363	7	2014-12-10T01:01:43
3364	7	2014-12-10T01:03:13
3365	7	2014-12-10T01:03:14
3366	5	2014-12-10T01:03:25
3367	7	2014-12-10T01:03:39
3368	7	2014-12-10T01:03:55
3369	4	2014-12-10T01:04:38
3370	1	2014-12-10T01:04:50
3371	7	2014-12-10T01:05:00
3372	7	2014-12-10T01:05:39
3373	7	2014-12-10T01:06:14
3374	7	2014-12-10T01:07:17
3375	1	2014-12-10T01:07:32
3376	7	2014-12-10T01:08:15
3377	7	2014-12-10T01:09:01
3378	2	2014-12-10T01:10:00
3379	7	2014-12-10T01:10:05
3380	7	2014-12-10T01:11:00
3381	7	2014-12-10T01:12:13
3382	7	2014-12-10T01:12:45
3383	2	2014-12-10T01:15:49
3384	7	2014-12-10T01:17:50
3385	1	2014-12-10T01:19:00
3386	7	2014-12-10T01:21:11
3387	7	2014-12-10T01:21:13
3388	7	2014-12-10T01:22:02
3389	7	2014-12-10T01:22:43
3390	1	2014-12-10T01:23:36
3391	7	2014-12-10T01:23:42
3392	7	2014-12-10T01:24:19
3393	7	2014-12-10T01:24:50
3394	7	2014-12-10T01:25:42
3395	4	2014-12-10T01:26:48
3396	7	2014-12-10T01:28:47
3397	7	2014-12-10T01:29:23
3398	7	2014-12-10T01:31:34
3399	5	2014-12-10T01:33:08
3400	0	2014-12-10T01:36:14
3401	7	2014-12-10T01:36:20
3402	7	2014-12-10T01:37:26
3403	7	2014-12-10T01:40:12
3404	1	2014-12-10T01:40:22
3405	7	2014-12-10T01:41:29
3406	7	2014-12-10T01:41:30
3407	7	2014-12-10T01:41:38
3408	7	2014-12-10T01:43:11
3409	7	2014-12-10T02:05:49
3410	7	2014-12-10T01:44:38
3411	7	2014-12-10T01:44:43
3412	1	2014-12-10T01:49:08
3413	1	2014-12-10T01:51:11
3414	1	2014-12-10T01:51:27
3415	7	2014-12-10T01:52:23
3416	7	2014-12-10T01:52:43
3417	7	2014-12-10T01:53:02
3418	7	2014-12-10T01:53:38
3419	7	2014-12-10T01:53:49
3420	1	2014-12-10T01:54:29
3421	7	2014-12-10T01:55:01
3422	1	2014-12-10T01:56:05
3423	1	2014-12-10T01:56:59
3424	7	2014-12-10T01:57:13
3425	7	2014-12-10T02:03:29
3426	7	2014-12-10T02:03:42
3427	7	2014-12-10T02:06:30
3428	5	2014-12-10T02:08:58
3429	7	2014-12-10T02:09:10
3430	7	2014-12-10T02:10:31
3431	7	2014-12-10T02:16:34
3432	4	2014-12-10T02:20:38
3433	4	2014-12-10T02:21:17
3434	3	2014-12-10T02:21:22
3435	7	2014-12-10T02:25:25
3436	7	2014-12-10T02:25:52
3437	7	2014-12-10T02:25:55
3438	7	2014-12-10T02:26:15
3439	7	2014-12-10T02:28:28
3440	7	2014-12-10T02:29:22
3441	7	2014-12-10T02:30:04
3442	7	2014-12-10T02:30:22
3443	1	2014-12-10T02:32:25
3444	7	2014-12-10T02:35:44
3445	7	2014-12-10T02:36:06
3446	7	2014-12-10T02:37:08
3447	2	2014-12-10T02:37:55
3448	7	2014-12-10T02:40:26
3449	7	2014-12-10T02:40:37
3450	2	2014-12-10T02:41:19
3451	7	2014-12-10T02:43:37
3452	4	2014-12-10T02:51:45
3453	7	2014-12-10T02:45:22
3454	7	2014-12-10T02:46:44
3455	7	2014-12-10T02:47:25
3456	7	2014-12-10T02:49:07
3457	7	2014-12-10T03:08:34
3458	1	2014-12-10T02:53:24
3459	0	2014-12-10T02:53:58
3460	7	2014-12-10T02:55:31
3461	7	2014-12-10T03:00:22
3462	7	2014-12-10T03:02:46
3463	7	2014-12-10T03:03:22
3464	5	2014-12-10T03:10:32
3465	7	2014-12-10T03:12:22
3466	4	2014-12-10T03:28:11
3467	7	2014-12-10T03:37:43
3468	0	2014-12-10T03:39:38
3469	4	2014-12-10T03:40:20
3470	7	2014-12-10T03:44:12
3471	0	2014-12-10T03:45:17
3472	7	2014-12-10T03:45:22
3473	7	2014-12-10T03:46:17
3474	7	2014-12-10T03:47:45
3475	1	2014-12-10T03:53:56
3476	7	2014-12-10T03:55:22
3477	7	2014-12-10T03:56:18
3478	6	2014-12-10T03:57:34
3479	0	2014-12-10T03:58:49
3480	1	2014-12-10T04:04:08
3481	1	2014-12-10T04:05:36
3482	7	2014-12-10T04:08:16
3483	7	2014-12-10T04:10:03
3484	5	2014-12-10T04:30:54
3485	7	2014-12-10T04:30:57
3486	1	2014-12-10T04:34:48
3487	7	2014-12-10T04:44:23
3488	7	2014-12-10T04:44:32
3489	7	2014-12-10T04:49:24
3490	7	2014-12-10T04:54:24
3491	7	2014-12-10T04:57:11
3492	0	2014-12-10T05:01:39
3493	7	2014-12-10T05:05:51
3494	6	2014-12-10T05:06:05
3495	7	2014-12-10T05:15:23
3496	7	2014-12-10T05:21:22
3497	0	2014-12-10T05:23:33
3498	1	2014-12-10T05:27:09
3499	0	2014-12-10T05:27:56
3500	2	2014-12-10T05:29:16
3501	7	2014-12-10T05:33:31
3502	7	2014-12-10T05:33:49
3503	7	2014-12-10T05:38:07
3504	7	2014-12-10T05:39:27
3505	7	2014-12-10T05:40:31
3506	7	2014-12-10T05:43:08
3507	2	2014-12-10T05:47:22
3508	7	2014-12-10T05:47:31
3509	7	2014-12-10T05:48:18
3510	7	2014-12-10T05:54:21
3511	4	2014-12-10T05:55:32
3512	7	2014-12-10T06:03:15
3513	7	2014-12-10T06:04:00
3514	7	2014-12-10T06:06:06
3515	7	2014-12-10T06:06:20
3516	7	2014-12-10T06:08:10
3517	4	2014-12-10T06:09:43
3518	7	2014-12-10T06:12:20
3519	7	2014-12-10T06:14:40
3520	5	2014-12-10T06:12:32
3521	7	2014-12-10T06:17:16
3522	2	2014-12-10T06:18:07
3523	0	2014-12-10T06:20:56
3524	7	2014-12-10T06:35:47
3525	1	2014-12-10T06:22:40
3526	4	2014-12-10T06:23:41
3527	7	2014-12-10T06:24:10
3528	7	2014-12-10T06:25:21
3529	7	2014-12-10T06:25:41
3530	1	2014-12-10T06:25:48
3531	7	2014-12-10T06:25:51
3532	7	2014-12-10T06:27:16
3533	7	2014-12-10T06:27:51
3534	7	2014-12-10T06:28:49
3535	5	2014-12-10T06:29:01
3536	7	2014-12-10T06:29:31
3537	7	2014-12-10T06:31:57
3538	7	2014-12-10T06:32:46
3539	1	2014-12-10T06:34:03
3540	2	2014-12-10T06:34:46
3541	7	2014-12-10T06:35:11
3542	7	2014-12-10T06:36:37
3543	7	2014-12-10T07:03:11
3544	1	2014-12-10T06:36:55
3545	7	2014-12-10T06:37:16
3546	7	2014-12-10T06:38:03
3547	2	2014-12-10T06:38:23
3548	7	2014-12-10T07:05:31
3549	1	2014-12-10T06:42:13
3550	7	2014-12-10T06:42:25
3551	0	2014-12-10T06:43:42
3552	1	2014-12-10T06:44:31
3553	3	2014-12-10T06:46:18
3554	7	2014-12-10T06:46:41
3555	0	2014-12-10T06:46:49
3556	0	2014-12-10T06:49:39
3557	5	2014-12-10T06:49:42
3558	0	2014-12-10T06:51:34
3559	7	2014-12-10T06:54:14
3560	1	2014-12-10T06:52:35
3561	0	2014-12-10T06:52:41
3562	5	2014-12-10T06:53:29
3563	2	2014-12-10T06:54:15
3564	0	2014-12-10T06:54:36
3565	7	2014-12-10T06:54:43
3566	7	2014-12-10T06:55:08
3567	0	2014-12-10T06:55:17
3568	0	2014-12-10T06:55:22
3569	7	2014-12-10T06:55:37
3570	7	2014-12-10T06:56:23
3571	7	2014-12-10T06:57:19
3572	7	2014-12-10T06:57:21
3573	2	2014-12-10T06:57:21
3574	7	2014-12-10T06:58:13
3575	0	2014-12-10T06:58:30
3576	0	2014-12-10T06:58:46
3577	7	2014-12-10T06:58:56
3578	0	2014-12-10T06:58:59
3579	7	2014-12-10T06:59:37
3580	2	2014-12-10T06:59:51
3581	5	2014-12-10T06:59:51
3582	2	2014-12-10T07:00:04
3583	7	2014-12-10T07:00:43
3584	7	2014-12-10T07:03:45
3585	7	2014-12-10T07:03:53
3586	1	2014-12-10T07:04:07
3587	4	2014-12-10T07:04:15
3588	7	2014-12-10T07:04:17
3589	1	2014-12-10T07:04:26
3590	1	2014-12-10T07:05:03
3591	0	2014-12-10T07:05:07
3592	7	2014-12-10T07:06:30
3593	7	2014-12-10T07:06:40
3594	7	2014-12-10T07:06:58
3595	1	2014-12-10T07:07:01
3596	5	2014-12-10T07:07:23
3597	7	2014-12-10T07:07:41
3598	3	2014-12-10T07:07:49
3599	3	2014-12-10T07:09:11
3600	5	2014-12-10T07:09:58
3601	7	2014-12-10T07:10:31
3602	2	2014-12-10T07:12:06
3603	2	2014-12-10T07:12:15
3604	7	2014-12-10T07:12:46
3605	2	2014-12-10T07:13:08
3606	7	2014-12-10T07:14:08
3607	3	2014-12-10T07:14:21
3608	7	2014-12-10T07:14:23
3609	7	2014-12-10T07:14:37
3610	4	2014-12-10T07:14:49
3611	7	2014-12-10T07:15:22
3612	7	2014-12-10T07:15:35
3613	7	2014-12-10T07:16:19
3614	5	2014-12-10T07:16:20
3615	7	2014-12-10T07:16:39
3616	1	2014-12-10T07:17:05
3617	7	2014-12-10T07:17:45
3618	7	2014-12-10T07:18:01
3619	7	2014-12-10T07:18:24
3620	2	2014-12-10T07:18:33
3621	1	2014-12-10T07:18:50
3622	3	2014-12-10T07:18:56
3623	7	2014-12-10T07:19:14
3624	7	2014-12-10T07:19:31
3625	2	2014-12-10T07:19:37
3626	7	2014-12-10T07:19:59
3627	3	2014-12-10T07:20:00
3628	7	2014-12-10T07:20:12
3629	4	2014-12-10T07:20:17
3630	3	2014-12-10T07:20:18
3631	7	2014-12-10T07:21:02
3632	3	2014-12-10T07:21:27
3633	7	2014-12-10T07:21:42
3634	5	2014-12-10T07:22:08
3635	0	2014-12-10T07:22:24
3636	7	2014-12-10T07:22:31
3637	1	2014-12-10T07:22:43
3638	0	2014-12-10T07:22:45
3639	7	2014-12-10T07:23:04
3640	0	2014-12-10T07:23:05
3641	7	2014-12-10T07:23:42
3642	7	2014-12-10T07:23:54
3643	2	2014-12-10T07:24:05
3644	7	2014-12-10T07:24:24
3645	4	2014-12-10T07:24:49
3646	4	2014-12-10T07:25:08
3647	0	2014-12-10T07:26:11
3648	0	2014-12-10T07:26:21
3649	7	2014-12-10T07:27:22
3650	2	2014-12-10T07:27:40
3651	2	2014-12-10T07:28:12
3652	0	2014-12-10T07:28:21
3653	1	2014-12-10T07:28:54
3654	7	2014-12-10T07:29:27
3655	1	2014-12-10T07:29:36
3656	0	2014-12-10T07:29:39
3657	1	2014-12-10T07:30:06
3658	2	2014-12-10T07:30:12
3659	7	2014-12-10T07:30:26
3660	7	2014-12-10T07:30:51
3661	7	2014-12-10T07:31:00
3662	1	2014-12-10T07:31:23
3663	7	2014-12-10T07:32:40
3664	0	2014-12-10T07:33:14
3665	7	2014-12-10T07:33:27
3666	1	2014-12-10T07:34:08
3667	7	2014-12-10T07:34:08
3668	7	2014-12-10T07:35:32
3669	3	2014-12-10T07:36:27
3670	0	2014-12-10T07:36:41
3671	3	2014-12-10T07:36:42
3672	4	2014-12-10T07:36:58
3673	7	2014-12-10T07:38:25
3674	5	2014-12-10T07:38:27
3675	2	2014-12-10T07:38:55
3676	7	2014-12-10T07:39:38
3677	0	2014-12-10T07:39:49
3678	7	2014-12-10T07:41:04
3679	3	2014-12-10T07:42:00
3680	7	2014-12-10T07:42:07
3681	7	2014-12-10T07:42:51
3682	7	2014-12-10T07:43:36
3683	7	2014-12-10T07:45:10
3684	1	2014-12-10T07:45:11
3685	7	2014-12-10T07:46:22
3686	7	2014-12-10T07:47:08
3687	7	2014-12-10T07:47:09
3688	7	2014-12-10T07:47:19
3689	7	2014-12-10T07:47:32
3690	1	2014-12-10T07:47:54
3691	7	2014-12-10T07:48:24
3692	1	2014-12-10T07:48:24
3693	1	2014-12-10T07:48:24
3694	7	2014-12-10T07:48:57
3695	7	2014-12-10T07:49:21
3696	7	2014-12-10T07:49:44
3697	5	2014-12-10T07:51:01
3698	7	2014-12-10T07:52:06
3699	5	2014-12-10T07:52:31
3700	0	2014-12-10T07:52:40
3701	2	2014-12-10T07:52:56
3702	5	2014-12-10T07:53:34
3703	3	2014-12-10T07:53:51
3704	7	2014-12-10T07:54:02
3705	0	2014-12-10T07:54:15
3706	1	2014-12-10T07:54:57
3707	7	2014-12-10T07:55:13
3708	2	2014-12-10T07:55:55
3709	7	2014-12-10T07:57:03
3710	1	2014-12-10T07:57:22
3711	0	2014-12-10T07:59:02
3712	2	2014-12-10T07:59:21
3713	4	2014-12-10T07:59:22
3714	1	2014-12-10T07:59:57
3715	7	2014-12-10T08:00:03
3716	7	2014-12-10T08:00:32
3717	4	2014-12-10T08:00:33
3718	7	2014-12-10T08:01:40
3719	7	2014-12-10T08:02:05
3720	7	2014-12-10T08:02:11
3721	2	2014-12-10T08:02:52
3722	7	2014-12-10T08:03:09
3723	7	2014-12-10T08:04:28
3724	4	2014-12-10T08:04:50
3725	7	2014-12-10T08:06:11
3726	7	2014-12-10T08:06:35
3727	1	2014-12-10T08:06:58
3728	7	2014-12-10T08:07:03
3729	5	2014-12-10T08:07:13
3730	7	2014-12-10T08:07:20
3731	2	2014-12-10T08:07:22
3732	1	2014-12-10T08:07:57
3733	7	2014-12-10T08:08:40
3734	7	2014-12-10T08:09:19
3735	7	2014-12-10T08:09:30
3736	1	2014-12-10T08:10:01
3737	7	2014-12-10T08:10:27
3738	1	2014-12-10T08:10:54
3739	7	2014-12-10T08:11:09
3740	7	2014-12-10T08:11:14
3741	7	2014-12-10T08:11:22
3742	7	2014-12-10T08:11:29
3743	7	2014-12-10T08:11:39
3744	7	2014-12-10T08:11:41
3745	1	2014-12-10T08:11:43
3746	4	2014-12-10T08:11:49
3747	7	2014-12-10T08:11:54
3748	7	2014-12-10T08:12:45
3749	7	2014-12-10T08:12:51
3750	5	2014-12-10T08:13:24
3751	7	2014-12-10T08:13:30
3752	1	2014-12-10T08:13:46
3753	1	2014-12-10T08:14:10
3754	7	2014-12-10T08:15:12
3755	0	2014-12-10T08:16:00
3756	7	2014-12-10T08:16:35
3757	7	2014-12-10T08:16:42
3758	7	2014-12-10T08:16:44
3759	7	2014-12-10T08:17:01
3760	7	2014-12-10T08:17:13
3761	7	2014-12-10T08:17:16
3762	5	2014-12-10T08:18:42
3763	5	2014-12-10T08:20:07
3764	7	2014-12-10T08:20:30
3765	7	2014-12-10T08:21:00
3766	2	2014-12-10T08:21:30
3767	7	2014-12-10T08:22:00
3768	5	2014-12-10T08:22:15
3769	7	2014-12-10T08:22:26
3770	7	2014-12-10T08:22:43
3771	7	2014-12-10T08:22:52
3772	7	2014-12-10T08:24:01
3773	7	2014-12-10T08:24:42
3774	7	2014-12-10T08:24:42
3775	7	2014-12-10T08:25:42
3776	7	2014-12-10T08:25:51
3777	2	2014-12-10T08:26:00
3778	7	2014-12-10T08:26:12
3779	7	2014-12-10T08:26:19
3780	7	2014-12-10T08:26:20
3781	7	2014-12-10T08:26:24
3782	7	2014-12-10T08:26:26
3783	0	2014-12-10T08:26:29
3784	7	2014-12-10T08:26:32
3785	7	2014-12-10T08:26:58
3786	7	2014-12-10T08:27:08
3787	2	2014-12-10T08:28:07
3788	7	2014-12-10T08:28:37
3789	7	2014-12-10T08:29:35
3790	1	2014-12-10T08:29:50
3791	7	2014-12-10T08:29:52
3792	7	2014-12-10T08:30:09
3793	2	2014-12-10T08:31:18
3794	0	2014-12-10T08:33:05
3795	7	2014-12-10T08:33:19
3796	1	2014-12-10T08:33:49
3797	1	2014-12-10T08:34:25
3798	3	2014-12-10T08:34:35
3799	0	2014-12-10T08:34:39
3800	7	2014-12-10T08:34:57
3801	7	2014-12-10T08:34:57
3802	4	2014-12-10T08:35:19
3803	7	2014-12-10T08:35:42
3804	7	2014-12-10T08:35:43
3805	7	2014-12-10T08:36:04
3806	7	2014-12-10T08:36:24
3807	1	2014-12-10T08:36:26
3808	7	2014-12-10T08:36:43
3809	7	2014-12-10T08:37:04
3810	7	2014-12-10T08:37:04
3811	7	2014-12-10T08:37:05
3812	7	2014-12-10T08:37:26
3813	7	2014-12-10T08:37:55
3814	7	2014-12-10T08:37:57
3815	7	2014-12-10T08:38:30
3816	7	2014-12-10T08:38:36
3817	7	2014-12-10T08:39:01
3818	7	2014-12-10T08:39:01
3819	7	2014-12-10T08:39:11
3820	7	2014-12-10T08:39:54
3821	7	2014-12-10T08:40:01
3822	1	2014-12-10T08:40:02
3823	1	2014-12-10T08:40:09
3824	7	2014-12-10T08:40:43
3825	1	2014-12-10T08:40:58
3826	7	2014-12-10T08:41:19
3827	3	2014-12-10T08:41:29
3828	1	2014-12-10T08:42:00
3829	4	2014-12-10T08:42:06
3830	7	2014-12-10T08:42:20
3831	0	2014-12-10T08:42:45
3832	0	2014-12-10T08:42:45
3833	0	2014-12-10T08:43:06
3834	3	2014-12-10T08:43:20
3835	3	2014-12-10T08:43:20
3836	7	2014-12-10T08:44:20
3837	7	2014-12-10T08:45:17
3838	5	2014-12-10T08:45:29
3839	0	2014-12-10T08:45:37
3840	7	2014-12-10T08:46:07
3841	4	2014-12-10T08:46:11
3842	7	2014-12-10T08:46:13
3843	5	2014-12-10T08:46:14
3844	7	2014-12-10T08:46:56
3845	7	2014-12-10T08:47:10
3846	7	2014-12-10T08:49:22
3847	7	2014-12-10T08:49:24
3848	7	2014-12-10T08:49:45
3849	2	2014-12-10T08:50:09
3850	7	2014-12-10T08:50:15
3851	3	2014-12-10T08:50:26
3852	4	2014-12-10T08:50:52
3853	7	2014-12-10T08:51:34
3854	7	2014-12-10T08:52:09
3855	7	2014-12-10T08:53:02
3856	7	2014-12-10T08:53:13
3857	3	2014-12-10T08:53:13
3858	1	2014-12-10T08:53:14
3859	2	2014-12-10T08:53:25
3860	1	2014-12-10T08:53:30
3861	7	2014-12-10T08:54:18
3862	7	2014-12-10T08:54:19
3863	7	2014-12-10T08:54:36
3864	7	2014-12-10T08:54:55
3865	7	2014-12-10T08:54:57
3866	2	2014-12-10T08:55:50
3867	7	2014-12-10T08:56:12
3868	4	2014-12-10T08:56:29
3869	7	2014-12-10T08:56:50
3870	7	2014-12-10T08:57:08
3871	7	2014-12-10T08:57:33
3872	7	2014-12-10T08:58:10
3873	5	2014-12-10T08:59:06
3874	5	2014-12-10T08:59:41
3875	7	2014-12-10T08:59:24
3876	7	2014-12-10T09:00:06
3877	7	2014-12-10T09:00:36
3878	2	2014-12-10T09:01:59
3879	7	2014-12-10T09:02:01
3880	7	2014-12-10T09:03:01
3881	7	2014-12-10T09:03:32
3882	0	2014-12-10T09:03:35
3883	0	2014-12-10T09:03:35
3884	0	2014-12-10T09:03:37
3885	7	2014-12-10T09:04:46
3886	7	2014-12-10T09:04:47
3887	7	2014-12-10T09:04:53
3888	7	2014-12-10T09:05:27
3889	1	2014-12-10T09:06:02
3890	7	2014-12-10T09:06:09
3891	1	2014-12-10T09:07:01
3892	7	2014-12-10T09:07:04
3893	7	2014-12-10T09:07:16
3894	7	2014-12-10T09:07:28
3895	7	2014-12-10T09:07:31
3896	7	2014-12-10T09:09:03
3897	7	2014-12-10T09:09:56
3898	7	2014-12-10T09:09:57
3899	7	2014-12-10T09:09:59
3900	7	2014-12-10T09:10:12
3901	1	2014-12-10T09:10:35
3902	5	2014-12-10T09:10:43
3903	4	2014-12-10T09:10:55
3904	7	2014-12-10T09:11:05
3905	1	2014-12-10T09:11:06
3906	7	2014-12-10T09:11:11
3907	7	2014-12-10T09:11:29
3908	7	2014-12-10T09:11:47
3909	7	2014-12-10T09:12:12
3910	7	2014-12-10T09:12:19
3911	7	2014-12-10T09:12:39
3912	4	2014-12-10T09:13:47
3913	7	2014-12-10T09:13:57
3914	5	2014-12-10T09:14:08
3915	1	2014-12-10T09:14:38
3916	7	2014-12-10T09:15:39
3917	5	2014-12-10T09:16:03
3918	3	2014-12-10T09:17:12
3919	2	2014-12-10T09:17:57
3920	1	2014-12-10T09:18:05
3921	0	2014-12-10T09:18:55
3922	5	2014-12-10T09:19:04
3923	1	2014-12-10T09:19:09
3924	7	2014-12-10T09:19:17
3925	7	2014-12-10T09:19:34
3926	7	2014-12-10T09:19:49
3927	7	2014-12-10T09:20:05
3928	7	2014-12-10T09:20:09
3929	7	2014-12-10T09:20:20
3930	7	2014-12-10T09:20:59
3931	7	2014-12-10T09:21:14
3932	3	2014-12-10T09:21:17
3933	7	2014-12-10T09:21:40
3934	7	2014-12-10T09:22:41
3935	7	2014-12-10T09:22:46
3936	2	2014-12-10T09:22:47
3937	5	2014-12-10T09:34:59
3938	7	2014-12-10T09:23:19
